profile,type,REGION,time,price
baseload,Energy,SA,1/10/2033,62.8
baseload,Energy,VIC,1/10/2033,64.2
solar,Energy,NSW,1/10/2033,52.3
solar,Energy,QLD,1/10/2033,31.5
solar,Energy,SA,1/10/2033,39
solar,Energy,VIC,1/10/2033,40.4
solar,green,NSW,1/10/2033,8.5
solar,green,QLD,1/10/2033,8.5
solar,green,SA,1/10/2033,8.5
solar,green,VIC,1/10/2033,8.5
wind,Energy,NSW,1/10/2033,73
wind,Energy,QLD,1/10/2033,62.6
wind,Energy,SA,1/10/2033,56.2
wind,Energy,VIC,1/10/2033,55.2
wind,green,NSW,1/10/2033,8.5
wind,green,QLD,1/10/2033,8.5
wind,green,SA,1/10/2033,8.5
wind,green,VIC,1/10/2033,8.5
baseload,green,NSW,1/10/2033,8.5
baseload,green,QLD,1/10/2033,8.5
baseload,green,SA,1/10/2033,8.5
baseload,green,VIC,1/10/2033,8.5
baseload,Energy,NSW,1/11/2033,58.4
baseload,Energy,QLD,1/11/2033,77.9
baseload,Energy,SA,1/11/2033,58.2
baseload,Energy,VIC,1/11/2033,56.9
solar,Energy,NSW,1/11/2033,40.5
solar,Energy,QLD,1/11/2033,70.1
solar,Energy,SA,1/11/2033,25.2
solar,Energy,VIC,1/11/2033,32.2
solar,green,NSW,1/11/2033,8.5
solar,green,QLD,1/11/2033,8.5
solar,green,SA,1/11/2033,8.5
solar,green,VIC,1/11/2033,8.5
wind,Energy,NSW,1/11/2033,56.6
wind,Energy,QLD,1/11/2033,78.6
wind,Energy,SA,1/11/2033,49
wind,Energy,VIC,1/11/2033,50.1
wind,green,NSW,1/11/2033,8.5
wind,green,QLD,1/11/2033,8.5
wind,green,SA,1/11/2033,8.5
wind,green,VIC,1/11/2033,8.5
baseload,green,NSW,1/11/2033,8.5
baseload,green,QLD,1/11/2033,8.5
baseload,green,SA,1/11/2033,8.5
baseload,green,VIC,1/11/2033,8.5
baseload,Energy,NSW,1/12/2033,69.4
baseload,Energy,QLD,1/12/2033,69.7
baseload,Energy,SA,1/12/2033,72.4
baseload,Energy,VIC,1/12/2033,76.2
solar,Energy,NSW,1/12/2033,38.2
solar,Energy,QLD,1/12/2033,47.2
solar,Energy,SA,1/12/2033,47.9
solar,Energy,VIC,1/12/2033,40.9
solar,green,NSW,1/12/2033,8.5
solar,green,QLD,1/12/2033,8.5
solar,green,SA,1/12/2033,8.5
solar,green,VIC,1/12/2033,8.5
wind,Energy,NSW,1/12/2033,59.3
wind,Energy,QLD,1/12/2033,68.7
wind,Energy,SA,1/12/2033,63.6
wind,Energy,VIC,1/12/2033,61.8
wind,green,NSW,1/12/2033,8.5
wind,green,QLD,1/12/2033,8.5
wind,green,SA,1/12/2033,8.5
wind,green,VIC,1/12/2033,8.5
baseload,green,NSW,1/12/2033,8.5
baseload,green,QLD,1/12/2033,8.5
baseload,green,SA,1/12/2033,8.5
baseload,green,VIC,1/12/2033,8.5
baseload,Energy,NSW,1/01/2034,83.4
baseload,Energy,QLD,1/01/2034,95.9
baseload,Energy,SA,1/01/2034,94
baseload,Energy,VIC,1/01/2034,97.6
solar,Energy,NSW,1/01/2034,59.9
solar,Energy,QLD,1/01/2034,74.8
solar,Energy,SA,1/01/2034,63.1
solar,Energy,VIC,1/01/2034,76.7
solar,green,NSW,1/01/2034,7.4
solar,green,QLD,1/01/2034,7.4
solar,green,SA,1/01/2034,7.4
solar,green,VIC,1/01/2034,7.4
wind,Energy,NSW,1/01/2034,78.3
wind,Energy,QLD,1/01/2034,97.3
wind,Energy,SA,1/01/2034,84.7
wind,Energy,VIC,1/01/2034,85.8
wind,green,NSW,1/01/2034,7.4
wind,green,QLD,1/01/2034,7.4
wind,green,SA,1/01/2034,7.4
wind,green,VIC,1/01/2034,7.4
baseload,green,NSW,1/01/2034,7.4
baseload,green,QLD,1/01/2034,7.4
baseload,green,SA,1/01/2034,7.4
baseload,green,VIC,1/01/2034,7.4
baseload,Energy,NSW,1/02/2034,98.8
baseload,Energy,QLD,1/02/2034,103.8
baseload,Energy,SA,1/02/2034,88
baseload,Energy,VIC,1/02/2034,104.3
solar,Energy,NSW,1/02/2034,65.4
solar,Energy,QLD,1/02/2034,65.1
solar,Energy,SA,1/02/2034,57.2
solar,Energy,VIC,1/02/2034,71.3
solar,green,NSW,1/02/2034,7.4
solar,green,QLD,1/02/2034,7.4
solar,green,SA,1/02/2034,7.4
solar,green,VIC,1/02/2034,7.4
wind,Energy,NSW,1/02/2034,94.4
wind,Energy,QLD,1/02/2034,95.5
wind,Energy,SA,1/02/2034,85.4
wind,Energy,VIC,1/02/2034,95.1
wind,green,NSW,1/02/2034,7.4
wind,green,QLD,1/02/2034,7.4
wind,green,SA,1/02/2034,7.4
wind,green,VIC,1/02/2034,7.4
baseload,green,NSW,1/02/2034,7.4
baseload,green,QLD,1/02/2034,7.4
baseload,green,SA,1/02/2034,7.4
baseload,green,VIC,1/02/2034,7.4
baseload,Energy,NSW,1/03/2034,123.9
baseload,Energy,QLD,1/03/2034,112.5
baseload,Energy,SA,1/03/2034,155.6
baseload,Energy,VIC,1/03/2034,138.4
solar,Energy,NSW,1/03/2034,101.8
solar,Energy,QLD,1/03/2034,89.2
solar,Energy,SA,1/03/2034,135.5
solar,Energy,VIC,1/03/2034,108.6
solar,green,NSW,1/03/2034,7.4
solar,green,QLD,1/03/2034,7.4
solar,green,SA,1/03/2034,7.4
solar,green,VIC,1/03/2034,7.4
wind,Energy,NSW,1/03/2034,118.9
wind,Energy,QLD,1/03/2034,113.4
wind,Energy,SA,1/03/2034,142.6
wind,Energy,VIC,1/03/2034,126.9
wind,green,NSW,1/03/2034,7.4
wind,green,QLD,1/03/2034,7.4
wind,green,SA,1/03/2034,7.4
wind,green,VIC,1/03/2034,7.4
baseload,green,NSW,1/03/2034,7.4
baseload,green,QLD,1/03/2034,7.4
baseload,green,SA,1/03/2034,7.4
baseload,green,VIC,1/03/2034,7.4
baseload,Energy,NSW,1/04/2034,109.4
baseload,Energy,QLD,1/04/2034,98.7
baseload,Energy,SA,1/04/2034,135
baseload,Energy,VIC,1/04/2034,115.6
solar,Energy,NSW,1/04/2034,67.3
solar,Energy,QLD,1/04/2034,59.7
solar,Energy,SA,1/04/2034,72.5
solar,Energy,VIC,1/04/2034,69
solar,green,NSW,1/04/2034,7.4
solar,green,QLD,1/04/2034,7.4
solar,green,SA,1/04/2034,7.4
solar,green,VIC,1/04/2034,7.4
wind,Energy,NSW,1/04/2034,105.5
wind,Energy,QLD,1/04/2034,90
wind,Energy,SA,1/04/2034,115.1
wind,Energy,VIC,1/04/2034,95
wind,green,NSW,1/04/2034,7.4
wind,green,QLD,1/04/2034,7.4
wind,green,SA,1/04/2034,7.4
wind,green,VIC,1/04/2034,7.4
baseload,green,NSW,1/04/2034,7.4
baseload,green,QLD,1/04/2034,7.4
baseload,green,SA,1/04/2034,7.4
baseload,green,VIC,1/04/2034,7.4
baseload,Energy,NSW,1/05/2034,88.7
baseload,Energy,QLD,1/05/2034,103.2
baseload,Energy,SA,1/05/2034,69.2
baseload,Energy,VIC,1/05/2034,63
solar,Energy,NSW,1/05/2034,48.9
solar,Energy,QLD,1/05/2034,62
solar,Energy,SA,1/05/2034,41.1
solar,Energy,VIC,1/05/2034,27.8
solar,green,NSW,1/05/2034,7.4
solar,green,QLD,1/05/2034,7.4
solar,green,SA,1/05/2034,7.4
solar,green,VIC,1/05/2034,7.4
wind,Energy,NSW,1/05/2034,79.7
wind,Energy,QLD,1/05/2034,101.7
wind,Energy,SA,1/05/2034,55.3
wind,Energy,VIC,1/05/2034,50.2
wind,green,NSW,1/05/2034,7.4
wind,green,QLD,1/05/2034,7.4
wind,green,SA,1/05/2034,7.4
wind,green,VIC,1/05/2034,7.4
baseload,green,NSW,1/05/2034,7.4
baseload,green,QLD,1/05/2034,7.4
baseload,green,SA,1/05/2034,7.4
baseload,green,VIC,1/05/2034,7.4
baseload,Energy,NSW,1/06/2034,144.7
baseload,Energy,QLD,1/06/2034,144.3
baseload,Energy,SA,1/06/2034,130.8
baseload,Energy,VIC,1/06/2034,125.6
solar,Energy,NSW,1/06/2034,101.6
solar,Energy,QLD,1/06/2034,104.7
solar,Energy,SA,1/06/2034,95
solar,Energy,VIC,1/06/2034,95.4
solar,green,NSW,1/06/2034,7.4
solar,green,QLD,1/06/2034,7.4
solar,green,SA,1/06/2034,7.4
solar,green,VIC,1/06/2034,7.4
wind,Energy,NSW,1/06/2034,134
wind,Energy,QLD,1/06/2034,136.3
wind,Energy,SA,1/06/2034,109.5
wind,Energy,VIC,1/06/2034,111.2
wind,green,NSW,1/06/2034,7.4
wind,green,QLD,1/06/2034,7.4
wind,green,SA,1/06/2034,7.4
wind,green,VIC,1/06/2034,7.4
baseload,green,NSW,1/06/2034,7.4
baseload,green,QLD,1/06/2034,7.4
baseload,green,SA,1/06/2034,7.4
baseload,green,VIC,1/06/2034,7.4
baseload,Energy,NSW,1/07/2034,122.4
baseload,Energy,QLD,1/07/2034,94.9
baseload,Energy,SA,1/07/2034,149.4
baseload,Energy,VIC,1/07/2034,112.3
solar,Energy,NSW,1/07/2034,70.2
solar,Energy,QLD,1/07/2034,47
solar,Energy,SA,1/07/2034,100
solar,Energy,VIC,1/07/2034,79.7
solar,green,NSW,1/07/2034,7.4
solar,green,QLD,1/07/2034,7.4
solar,green,SA,1/07/2034,7.4
solar,green,VIC,1/07/2034,7.4
wind,Energy,NSW,1/07/2034,104.9
wind,Energy,QLD,1/07/2034,85.4
wind,Energy,SA,1/07/2034,113.9
wind,Energy,VIC,1/07/2034,89.9
wind,green,NSW,1/07/2034,7.4
wind,green,QLD,1/07/2034,7.4
wind,green,SA,1/07/2034,7.4
wind,green,VIC,1/07/2034,7.4
baseload,green,NSW,1/07/2034,7.4
baseload,green,QLD,1/07/2034,7.4
baseload,green,SA,1/07/2034,7.4
baseload,green,VIC,1/07/2034,7.4
baseload,Energy,NSW,1/08/2034,137
baseload,Energy,QLD,1/08/2034,90.4
baseload,Energy,SA,1/08/2034,134.4
baseload,Energy,VIC,1/08/2034,105
solar,Energy,NSW,1/08/2034,104.5
solar,Energy,QLD,1/08/2034,50.5
solar,Energy,SA,1/08/2034,83.7
solar,Energy,VIC,1/08/2034,69.9
solar,green,NSW,1/08/2034,7.4
solar,green,QLD,1/08/2034,7.4
solar,green,SA,1/08/2034,7.4
solar,green,VIC,1/08/2034,7.4
wind,Energy,NSW,1/08/2034,112.4
wind,Energy,QLD,1/08/2034,87.3
wind,Energy,SA,1/08/2034,97.8
wind,Energy,VIC,1/08/2034,82.6
wind,green,NSW,1/08/2034,7.4
wind,green,QLD,1/08/2034,7.4
wind,green,SA,1/08/2034,7.4
wind,green,VIC,1/08/2034,7.4
baseload,green,NSW,1/08/2034,7.4
baseload,green,QLD,1/08/2034,7.4
baseload,green,SA,1/08/2034,7.4
baseload,green,VIC,1/08/2034,7.4
baseload,Energy,NSW,1/09/2034,82.6
baseload,Energy,QLD,1/09/2034,63.4
baseload,Energy,SA,1/09/2034,74
baseload,Energy,VIC,1/09/2034,71.1
solar,Energy,NSW,1/09/2034,48.1
solar,Energy,QLD,1/09/2034,30.6
solar,Energy,SA,1/09/2034,35.7
solar,Energy,VIC,1/09/2034,39.2
solar,green,NSW,1/09/2034,7.4
solar,green,QLD,1/09/2034,7.4
solar,green,SA,1/09/2034,7.4
solar,green,VIC,1/09/2034,7.4
wind,Energy,NSW,1/09/2034,78.3
wind,Energy,QLD,1/09/2034,64.6
wind,Energy,SA,1/09/2034,67.8
wind,Energy,VIC,1/09/2034,57.9
wind,green,NSW,1/09/2034,7.4
wind,green,QLD,1/09/2034,7.4
wind,green,SA,1/09/2034,7.4
wind,green,VIC,1/09/2034,7.4
baseload,green,NSW,1/09/2034,7.4
baseload,green,QLD,1/09/2034,7.4
baseload,green,SA,1/09/2034,7.4
baseload,green,VIC,1/09/2034,7.4
baseload,Energy,NSW,1/10/2034,77
baseload,Energy,QLD,1/10/2034,57.6
baseload,Energy,SA,1/10/2034,67
baseload,Energy,VIC,1/10/2034,61.2
solar,Energy,NSW,1/10/2034,51.3
solar,Energy,QLD,1/10/2034,30.1
solar,Energy,SA,1/10/2034,27.3
solar,Energy,VIC,1/10/2034,39
solar,green,NSW,1/10/2034,7.4
solar,green,QLD,1/10/2034,7.4
solar,green,SA,1/10/2034,7.4
solar,green,VIC,1/10/2034,7.4
wind,Energy,NSW,1/10/2034,70.7
wind,Energy,QLD,1/10/2034,58.7
wind,Energy,SA,1/10/2034,59.2
wind,Energy,VIC,1/10/2034,53
wind,green,NSW,1/10/2034,7.4
wind,green,QLD,1/10/2034,7.4
wind,green,SA,1/10/2034,7.4
wind,green,VIC,1/10/2034,7.4
baseload,green,NSW,1/10/2034,7.4
baseload,green,QLD,1/10/2034,7.4
baseload,green,SA,1/10/2034,7.4
baseload,green,VIC,1/10/2034,7.4
baseload,Energy,NSW,1/11/2034,60
baseload,Energy,QLD,1/11/2034,70.8
baseload,Energy,SA,1/11/2034,49.1
baseload,Energy,VIC,1/11/2034,53.4
solar,Energy,NSW,1/11/2034,37.7
solar,Energy,QLD,1/11/2034,40.4
solar,Energy,SA,1/11/2034,25.3
solar,Energy,VIC,1/11/2034,29.8
solar,green,NSW,1/11/2034,7.4
solar,green,QLD,1/11/2034,7.4
solar,green,SA,1/11/2034,7.4
solar,green,VIC,1/11/2034,7.4
wind,Energy,NSW,1/11/2034,57.8
wind,Energy,QLD,1/11/2034,74.3
wind,Energy,SA,1/11/2034,44.8
wind,Energy,VIC,1/11/2034,47.1
wind,green,NSW,1/11/2034,7.4
wind,green,QLD,1/11/2034,7.4
wind,green,SA,1/11/2034,7.4
wind,green,VIC,1/11/2034,7.4
baseload,green,NSW,1/11/2034,7.4
baseload,green,QLD,1/11/2034,7.4
baseload,green,SA,1/11/2034,7.4
baseload,green,VIC,1/11/2034,7.4
baseload,Energy,NSW,1/12/2034,54.2
baseload,Energy,QLD,1/12/2034,87.4
baseload,Energy,SA,1/12/2034,78.6
baseload,Energy,VIC,1/12/2034,73.9
solar,Energy,NSW,1/12/2034,35.3
solar,Energy,QLD,1/12/2034,45.8
solar,Energy,SA,1/12/2034,51.9
solar,Energy,VIC,1/12/2034,38.6
solar,green,NSW,1/12/2034,7.4
solar,green,QLD,1/12/2034,7.4
solar,green,SA,1/12/2034,7.4
solar,green,VIC,1/12/2034,7.4
wind,Energy,NSW,1/12/2034,51.7
wind,Energy,QLD,1/12/2034,102.8
wind,Energy,SA,1/12/2034,62.8
wind,Energy,VIC,1/12/2034,59.6
wind,green,NSW,1/12/2034,7.4
wind,green,QLD,1/12/2034,7.4
wind,green,SA,1/12/2034,7.4
wind,green,VIC,1/12/2034,7.4
baseload,green,NSW,1/12/2034,7.4
baseload,green,QLD,1/12/2034,7.4
baseload,green,SA,1/12/2034,7.4
baseload,green,VIC,1/12/2034,7.4
baseload,Energy,NSW,1/01/2035,77.6
baseload,Energy,QLD,1/01/2035,93
baseload,Energy,SA,1/01/2035,87.8
baseload,Energy,VIC,1/01/2035,93.6
solar,Energy,NSW,1/01/2035,57.5
solar,Energy,QLD,1/01/2035,67.4
solar,Energy,SA,1/01/2035,65
solar,Energy,VIC,1/01/2035,73.3
solar,green,NSW,1/01/2035,6.3
solar,green,QLD,1/01/2035,6.3
solar,green,SA,1/01/2035,6.3
solar,green,VIC,1/01/2035,6.3
wind,Energy,NSW,1/01/2035,71.6
wind,Energy,QLD,1/01/2035,95.2
wind,Energy,SA,1/01/2035,79.3
wind,Energy,VIC,1/01/2035,82.4
wind,green,NSW,1/01/2035,6.3
wind,green,QLD,1/01/2035,6.3
wind,green,SA,1/01/2035,6.3
wind,green,VIC,1/01/2035,6.3
baseload,green,NSW,1/01/2035,6.3
baseload,green,QLD,1/01/2035,6.3
baseload,green,SA,1/01/2035,6.3
baseload,green,VIC,1/01/2035,6.3
baseload,Energy,NSW,1/02/2035,96
baseload,Energy,QLD,1/02/2035,104.3
baseload,Energy,SA,1/02/2035,85
baseload,Energy,VIC,1/02/2035,99.7
solar,Energy,NSW,1/02/2035,59.9
solar,Energy,QLD,1/02/2035,60.3
solar,Energy,SA,1/02/2035,55.2
solar,Energy,VIC,1/02/2035,67.3
solar,green,NSW,1/02/2035,6.3
solar,green,QLD,1/02/2035,6.3
solar,green,SA,1/02/2035,6.3
solar,green,VIC,1/02/2035,6.3
wind,Energy,NSW,1/02/2035,96.4
wind,Energy,QLD,1/02/2035,96.9
wind,Energy,SA,1/02/2035,82.4
wind,Energy,VIC,1/02/2035,91
wind,green,NSW,1/02/2035,6.3
wind,green,QLD,1/02/2035,6.3
wind,green,SA,1/02/2035,6.3
wind,green,VIC,1/02/2035,6.3
baseload,green,NSW,1/02/2035,6.3
baseload,green,QLD,1/02/2035,6.3
baseload,green,SA,1/02/2035,6.3
baseload,green,VIC,1/02/2035,6.3
baseload,Energy,NSW,1/03/2035,120.5
baseload,Energy,QLD,1/03/2035,112.5
baseload,Energy,SA,1/03/2035,138.5
baseload,Energy,VIC,1/03/2035,133.2
solar,Energy,NSW,1/03/2035,98.6
solar,Energy,QLD,1/03/2035,95.9
solar,Energy,SA,1/03/2035,104.8
solar,Energy,VIC,1/03/2035,103.4
solar,green,NSW,1/03/2035,6.3
solar,green,QLD,1/03/2035,6.3
solar,green,SA,1/03/2035,6.3
solar,green,VIC,1/03/2035,6.3
wind,Energy,NSW,1/03/2035,114.5
wind,Energy,QLD,1/03/2035,108.4
wind,Energy,SA,1/03/2035,132.2
wind,Energy,VIC,1/03/2035,122
wind,green,NSW,1/03/2035,6.3
wind,green,QLD,1/03/2035,6.3
wind,green,SA,1/03/2035,6.3
wind,green,VIC,1/03/2035,6.3
baseload,green,NSW,1/03/2035,6.3
baseload,green,QLD,1/03/2035,6.3
baseload,green,SA,1/03/2035,6.3
baseload,green,VIC,1/03/2035,6.3
baseload,Energy,NSW,1/04/2035,110
baseload,Energy,QLD,1/04/2035,91.2
baseload,Energy,SA,1/04/2035,116.3
baseload,Energy,VIC,1/04/2035,114.8
solar,Energy,NSW,1/04/2035,66
solar,Energy,QLD,1/04/2035,57.4
solar,Energy,SA,1/04/2035,68.1
solar,Energy,VIC,1/04/2035,68.5
solar,green,NSW,1/04/2035,6.3
solar,green,QLD,1/04/2035,6.3
solar,green,SA,1/04/2035,6.3
solar,green,VIC,1/04/2035,6.3
wind,Energy,NSW,1/04/2035,105.2
wind,Energy,QLD,1/04/2035,80
wind,Energy,SA,1/04/2035,103.7
wind,Energy,VIC,1/04/2035,95.5
wind,green,NSW,1/04/2035,6.3
wind,green,QLD,1/04/2035,6.3
wind,green,SA,1/04/2035,6.3
wind,green,VIC,1/04/2035,6.3
baseload,green,NSW,1/04/2035,6.3
baseload,green,QLD,1/04/2035,6.3
baseload,green,SA,1/04/2035,6.3
baseload,green,VIC,1/04/2035,6.3
baseload,Energy,NSW,1/05/2035,84.7
baseload,Energy,QLD,1/05/2035,99.2
baseload,Energy,SA,1/05/2035,71.6
baseload,Energy,VIC,1/05/2035,62.5
solar,Energy,NSW,1/05/2035,47.7
solar,Energy,QLD,1/05/2035,61
solar,Energy,SA,1/05/2035,43.3
solar,Energy,VIC,1/05/2035,28.1
solar,green,NSW,1/05/2035,6.3
solar,green,QLD,1/05/2035,6.3
solar,green,SA,1/05/2035,6.3
solar,green,VIC,1/05/2035,6.3
wind,Energy,NSW,1/05/2035,77.5
wind,Energy,QLD,1/05/2035,98.5
wind,Energy,SA,1/05/2035,58.1
wind,Energy,VIC,1/05/2035,49.7
wind,green,NSW,1/05/2035,6.3
wind,green,QLD,1/05/2035,6.3
wind,green,SA,1/05/2035,6.3
wind,green,VIC,1/05/2035,6.3
baseload,green,NSW,1/05/2035,6.3
baseload,green,QLD,1/05/2035,6.3
baseload,green,SA,1/05/2035,6.3
baseload,green,VIC,1/05/2035,6.3
baseload,Energy,NSW,1/06/2035,148.8
baseload,Energy,QLD,1/06/2035,134.3
baseload,Energy,SA,1/06/2035,157.1
baseload,Energy,VIC,1/06/2035,123.9
solar,Energy,NSW,1/06/2035,121.7
solar,Energy,QLD,1/06/2035,90.4
solar,Energy,SA,1/06/2035,93.5
solar,Energy,VIC,1/06/2035,94
solar,green,NSW,1/06/2035,6.3
solar,green,QLD,1/06/2035,6.3
solar,green,SA,1/06/2035,6.3
solar,green,VIC,1/06/2035,6.3
wind,Energy,NSW,1/06/2035,135.8
wind,Energy,QLD,1/06/2035,122.5
wind,Energy,SA,1/06/2035,117.2
wind,Energy,VIC,1/06/2035,110.1
wind,green,NSW,1/06/2035,6.3
wind,green,QLD,1/06/2035,6.3
wind,green,SA,1/06/2035,6.3
wind,green,VIC,1/06/2035,6.3
baseload,green,NSW,1/06/2035,6.3
baseload,green,QLD,1/06/2035,6.3
baseload,green,SA,1/06/2035,6.3
baseload,green,VIC,1/06/2035,6.3
baseload,Energy,NSW,1/07/2035,159.1
baseload,Energy,QLD,1/07/2035,114
baseload,Energy,SA,1/07/2035,167.8
baseload,Energy,VIC,1/07/2035,130.2
solar,Energy,NSW,1/07/2035,76.5
solar,Energy,QLD,1/07/2035,55.8
solar,Energy,SA,1/07/2035,105.3
solar,Energy,VIC,1/07/2035,88.5
solar,green,NSW,1/07/2035,6.3
solar,green,QLD,1/07/2035,6.3
solar,green,SA,1/07/2035,6.3
solar,green,VIC,1/07/2035,6.3
wind,Energy,NSW,1/07/2035,126.6
wind,Energy,QLD,1/07/2035,97.5
wind,Energy,SA,1/07/2035,119.6
wind,Energy,VIC,1/07/2035,98.1
wind,green,NSW,1/07/2035,6.3
wind,green,QLD,1/07/2035,6.3
wind,green,SA,1/07/2035,6.3
wind,green,VIC,1/07/2035,6.3
baseload,green,NSW,1/07/2035,6.3
baseload,green,QLD,1/07/2035,6.3
baseload,green,SA,1/07/2035,6.3
baseload,green,VIC,1/07/2035,6.3
baseload,Energy,NSW,1/08/2035,140.8
baseload,Energy,QLD,1/08/2035,105.4
baseload,Energy,SA,1/08/2035,132.3
baseload,Energy,VIC,1/08/2035,148.2
solar,Energy,NSW,1/08/2035,74.6
solar,Energy,QLD,1/08/2035,54.4
solar,Energy,SA,1/08/2035,77.7
solar,Energy,VIC,1/08/2035,73.8
solar,green,NSW,1/08/2035,6.3
solar,green,QLD,1/08/2035,6.3
solar,green,SA,1/08/2035,6.3
solar,green,VIC,1/08/2035,6.3
wind,Energy,NSW,1/08/2035,122.1
wind,Energy,QLD,1/08/2035,102
wind,Energy,SA,1/08/2035,100
wind,Energy,VIC,1/08/2035,91.4
wind,green,NSW,1/08/2035,6.3
wind,green,QLD,1/08/2035,6.3
wind,green,SA,1/08/2035,6.3
wind,green,VIC,1/08/2035,6.3
baseload,green,NSW,1/08/2035,6.3
baseload,green,QLD,1/08/2035,6.3
baseload,green,SA,1/08/2035,6.3
baseload,green,VIC,1/08/2035,6.3
baseload,Energy,NSW,1/09/2035,93.9
baseload,Energy,QLD,1/09/2035,71.1
baseload,Energy,SA,1/09/2035,76.3
baseload,Energy,VIC,1/09/2035,130
solar,Energy,NSW,1/09/2035,45
solar,Energy,QLD,1/09/2035,29.9
solar,Energy,SA,1/09/2035,26.6
solar,Energy,VIC,1/09/2035,38.9
solar,green,NSW,1/09/2035,6.3
solar,green,QLD,1/09/2035,6.3
solar,green,SA,1/09/2035,6.3
solar,green,VIC,1/09/2035,6.3
wind,Energy,NSW,1/09/2035,90.9
wind,Energy,QLD,1/09/2035,71.4
wind,Energy,SA,1/09/2035,65
wind,Energy,VIC,1/09/2035,76.5
wind,green,NSW,1/09/2035,6.3
wind,green,QLD,1/09/2035,6.3
wind,green,SA,1/09/2035,6.3
wind,green,VIC,1/09/2035,6.3
baseload,green,NSW,1/09/2035,6.3
baseload,green,QLD,1/09/2035,6.3
baseload,green,SA,1/09/2035,6.3
baseload,green,VIC,1/09/2035,6.3
baseload,Energy,NSW,1/10/2035,69.6
baseload,Energy,QLD,1/10/2035,57.1
baseload,Energy,SA,1/10/2035,56.3
baseload,Energy,VIC,1/10/2035,59.6
solar,Energy,NSW,1/10/2035,45.1
solar,Energy,QLD,1/10/2035,25.1
solar,Energy,SA,1/10/2035,19.2
solar,Energy,VIC,1/10/2035,36.1
solar,green,NSW,1/10/2035,6.3
solar,green,QLD,1/10/2035,6.3
solar,green,SA,1/10/2035,6.3
solar,green,VIC,1/10/2035,6.3
wind,Energy,NSW,1/10/2035,68
wind,Energy,QLD,1/10/2035,57.1
wind,Energy,SA,1/10/2035,47.4
wind,Energy,VIC,1/10/2035,46.5
wind,green,NSW,1/10/2035,6.3
wind,green,QLD,1/10/2035,6.3
wind,green,SA,1/10/2035,6.3
wind,green,VIC,1/10/2035,6.3
baseload,green,NSW,1/10/2035,6.3
baseload,green,QLD,1/10/2035,6.3
baseload,green,SA,1/10/2035,6.3
baseload,green,VIC,1/10/2035,6.3
baseload,Energy,NSW,1/11/2035,59.5
baseload,Energy,QLD,1/11/2035,64.6
baseload,Energy,SA,1/11/2035,47.6
baseload,Energy,VIC,1/11/2035,50.2
solar,Energy,NSW,1/11/2035,32.1
solar,Energy,QLD,1/11/2035,44.7
solar,Energy,SA,1/11/2035,19.1
solar,Energy,VIC,1/11/2035,22.8
solar,green,NSW,1/11/2035,6.3
solar,green,QLD,1/11/2035,6.3
solar,green,SA,1/11/2035,6.3
solar,green,VIC,1/11/2035,6.3
wind,Energy,NSW,1/11/2035,56.4
wind,Energy,QLD,1/11/2035,66.3
wind,Energy,SA,1/11/2035,41.5
wind,Energy,VIC,1/11/2035,38.7
wind,green,NSW,1/11/2035,6.3
wind,green,QLD,1/11/2035,6.3
wind,green,SA,1/11/2035,6.3
wind,green,VIC,1/11/2035,6.3
baseload,green,NSW,1/11/2035,6.3
baseload,green,QLD,1/11/2035,6.3
baseload,green,SA,1/11/2035,6.3
baseload,green,VIC,1/11/2035,6.3
baseload,Energy,NSW,1/12/2035,62.2
baseload,Energy,QLD,1/12/2035,69.7
baseload,Energy,SA,1/12/2035,67
baseload,Energy,VIC,1/12/2035,57.9
solar,Energy,NSW,1/12/2035,32.3
solar,Energy,QLD,1/12/2035,44.4
solar,Energy,SA,1/12/2035,45.1
solar,Energy,VIC,1/12/2035,35.9
solar,green,NSW,1/12/2035,6.3
solar,green,QLD,1/12/2035,6.3
solar,green,SA,1/12/2035,6.3
solar,green,VIC,1/12/2035,6.3
wind,Energy,NSW,1/12/2035,59.7
wind,Energy,QLD,1/12/2035,66.9
wind,Energy,SA,1/12/2035,57.3
wind,Energy,VIC,1/12/2035,46.8
wind,green,NSW,1/12/2035,6.3
wind,green,QLD,1/12/2035,6.3
wind,green,SA,1/12/2035,6.3
wind,green,VIC,1/12/2035,6.3
baseload,green,NSW,1/12/2035,6.3
baseload,green,QLD,1/12/2035,6.3
baseload,green,SA,1/12/2035,6.3
baseload,green,VIC,1/12/2035,6.3
baseload,Energy,NSW,1/01/2036,102
baseload,Energy,QLD,1/01/2036,124
baseload,Energy,SA,1/01/2036,110.7
baseload,Energy,VIC,1/01/2036,126.3
solar,Energy,NSW,1/01/2036,68.8
solar,Energy,QLD,1/01/2036,80.3
solar,Energy,SA,1/01/2036,71.9
solar,Energy,VIC,1/01/2036,88.8
solar,green,NSW,1/01/2036,5.3
solar,green,QLD,1/01/2036,5.3
solar,green,SA,1/01/2036,5.3
solar,green,VIC,1/01/2036,5.3
wind,Energy,NSW,1/01/2036,90.3
wind,Energy,QLD,1/01/2036,113.3
wind,Energy,SA,1/01/2036,98.6
wind,Energy,VIC,1/01/2036,99.3
wind,green,NSW,1/01/2036,5.3
wind,green,QLD,1/01/2036,5.3
wind,green,SA,1/01/2036,5.3
wind,green,VIC,1/01/2036,5.3
baseload,green,NSW,1/01/2036,5.3
