profile,type,REGION,time,price
wind,green,QLD,1/03/2049,1.1
wind,green,SA,1/03/2049,1.1
wind,green,VIC,1/03/2049,1.1
baseload,green,NSW,1/03/2049,1.1
baseload,green,QLD,1/03/2049,1.1
baseload,green,SA,1/03/2049,1.1
baseload,green,VIC,1/03/2049,1.1
baseload,Energy,NSW,1/04/2049,147.5
baseload,Energy,QLD,1/04/2049,99
baseload,Energy,SA,1/04/2049,144.9
baseload,Energy,VIC,1/04/2049,169.1
solar,Energy,NSW,1/04/2049,78.1
solar,Energy,QLD,1/04/2049,54.6
solar,Energy,SA,1/04/2049,74
solar,Energy,VIC,1/04/2049,108.6
solar,green,NSW,1/04/2049,1.1
solar,green,QLD,1/04/2049,1.1
solar,green,SA,1/04/2049,1.1
solar,green,VIC,1/04/2049,1.1
wind,Energy,NSW,1/04/2049,138.1
wind,Energy,QLD,1/04/2049,85.8
wind,Energy,SA,1/04/2049,126.9
wind,Energy,VIC,1/04/2049,127.4
wind,green,NSW,1/04/2049,1.1
wind,green,QLD,1/04/2049,1.1
wind,green,SA,1/04/2049,1.1
wind,green,VIC,1/04/2049,1.1
baseload,green,NSW,1/04/2049,1.1
baseload,green,QLD,1/04/2049,1.1
baseload,green,SA,1/04/2049,1.1
baseload,green,VIC,1/04/2049,1.1
baseload,Energy,NSW,1/05/2049,122
baseload,Energy,QLD,1/05/2049,126.3
baseload,Energy,SA,1/05/2049,117.6
baseload,Energy,VIC,1/05/2049,107.3
solar,Energy,NSW,1/05/2049,65.8
solar,Energy,QLD,1/05/2049,69.2
solar,Energy,SA,1/05/2049,48
solar,Energy,VIC,1/05/2049,64.4
solar,green,NSW,1/05/2049,1.1
solar,green,QLD,1/05/2049,1.1
solar,green,SA,1/05/2049,1.1
solar,green,VIC,1/05/2049,1.1
wind,Energy,NSW,1/05/2049,106.5
wind,Energy,QLD,1/05/2049,121.3
wind,Energy,SA,1/05/2049,98.4
wind,Energy,VIC,1/05/2049,83.5
wind,green,NSW,1/05/2049,1.1
wind,green,QLD,1/05/2049,1.1
wind,green,SA,1/05/2049,1.1
wind,green,VIC,1/05/2049,1.1
baseload,green,NSW,1/05/2049,1.1
baseload,green,QLD,1/05/2049,1.1
baseload,green,SA,1/05/2049,1.1
baseload,green,VIC,1/05/2049,1.1
baseload,Energy,NSW,1/06/2049,208.6
baseload,Energy,QLD,1/06/2049,148.9
baseload,Energy,SA,1/06/2049,179.1
baseload,Energy,VIC,1/06/2049,200
solar,Energy,NSW,1/06/2049,134.3
solar,Energy,QLD,1/06/2049,87.9
solar,Energy,SA,1/06/2049,137.7
solar,Energy,VIC,1/06/2049,174.7
solar,green,NSW,1/06/2049,1.1
solar,green,QLD,1/06/2049,1.1
solar,green,SA,1/06/2049,1.1
solar,green,VIC,1/06/2049,1.1
wind,Energy,NSW,1/06/2049,197.8
wind,Energy,QLD,1/06/2049,130.3
wind,Energy,SA,1/06/2049,153.1
wind,Energy,VIC,1/06/2049,165.4
wind,green,NSW,1/06/2049,1.1
wind,green,QLD,1/06/2049,1.1
wind,green,SA,1/06/2049,1.1
wind,green,VIC,1/06/2049,1.1
baseload,green,NSW,1/06/2049,1.1
baseload,green,QLD,1/06/2049,1.1
baseload,green,SA,1/06/2049,1.1
baseload,green,VIC,1/06/2049,1.1
baseload,Energy,NSW,1/07/2049,170.9
baseload,Energy,QLD,1/07/2049,120.9
baseload,Energy,SA,1/07/2049,166.2
baseload,Energy,VIC,1/07/2049,159.2
solar,Energy,NSW,1/07/2049,89
solar,Energy,QLD,1/07/2049,50.9
solar,Energy,SA,1/07/2049,86.2
solar,Energy,VIC,1/07/2049,109.5
solar,green,NSW,1/07/2049,1.1
solar,green,QLD,1/07/2049,1.1
solar,green,SA,1/07/2049,1.1
solar,green,VIC,1/07/2049,1.1
wind,Energy,NSW,1/07/2049,134.3
wind,Energy,QLD,1/07/2049,99.3
wind,Energy,SA,1/07/2049,116.5
wind,Energy,VIC,1/07/2049,113.1
wind,green,NSW,1/07/2049,1.1
wind,green,QLD,1/07/2049,1.1
wind,green,SA,1/07/2049,1.1
wind,green,VIC,1/07/2049,1.1
baseload,green,NSW,1/07/2049,1.1
baseload,green,QLD,1/07/2049,1.1
baseload,green,SA,1/07/2049,1.1
baseload,green,VIC,1/07/2049,1.1
baseload,Energy,NSW,1/08/2049,153.9
baseload,Energy,QLD,1/08/2049,112.7
baseload,Energy,SA,1/08/2049,134.9
baseload,Energy,VIC,1/08/2049,142.6
solar,Energy,NSW,1/08/2049,71
solar,Energy,QLD,1/08/2049,50.8
solar,Energy,SA,1/08/2049,67.8
solar,Energy,VIC,1/08/2049,88.9
solar,green,NSW,1/08/2049,1.1
solar,green,QLD,1/08/2049,1.1
solar,green,SA,1/08/2049,1.1
solar,green,VIC,1/08/2049,1.1
wind,Energy,NSW,1/08/2049,125.3
wind,Energy,QLD,1/08/2049,108.6
wind,Energy,SA,1/08/2049,97.2
wind,Energy,VIC,1/08/2049,98.4
wind,green,NSW,1/08/2049,1.1
wind,green,QLD,1/08/2049,1.1
wind,green,SA,1/08/2049,1.1
wind,green,VIC,1/08/2049,1.1
baseload,green,NSW,1/08/2049,1.1
baseload,green,QLD,1/08/2049,1.1
baseload,green,SA,1/08/2049,1.1
baseload,green,VIC,1/08/2049,1.1
baseload,Energy,NSW,1/09/2049,86.7
baseload,Energy,QLD,1/09/2049,67.8
baseload,Energy,SA,1/09/2049,75.8
baseload,Energy,VIC,1/09/2049,93.8
solar,Energy,NSW,1/09/2049,38.3
solar,Energy,QLD,1/09/2049,23.1
solar,Energy,SA,1/09/2049,27.3
solar,Energy,VIC,1/09/2049,41.1
solar,green,NSW,1/09/2049,1.1
solar,green,QLD,1/09/2049,1.1
solar,green,SA,1/09/2049,1.1
solar,green,VIC,1/09/2049,1.1
wind,Energy,NSW,1/09/2049,78
wind,Energy,QLD,1/09/2049,66
wind,Energy,SA,1/09/2049,63.1
wind,Energy,VIC,1/09/2049,60.3
wind,green,NSW,1/09/2049,1.1
wind,green,QLD,1/09/2049,1.1
wind,green,SA,1/09/2049,1.1
wind,green,VIC,1/09/2049,1.1
baseload,green,NSW,1/09/2049,1.1
baseload,green,QLD,1/09/2049,1.1
baseload,green,SA,1/09/2049,1.1
baseload,green,VIC,1/09/2049,1.1
baseload,Energy,NSW,1/10/2049,58.4
baseload,Energy,QLD,1/10/2049,49
baseload,Energy,SA,1/10/2049,45
baseload,Energy,VIC,1/10/2049,50.3
solar,Energy,NSW,1/10/2049,34.5
solar,Energy,QLD,1/10/2049,17.8
solar,Energy,SA,1/10/2049,20.2
solar,Energy,VIC,1/10/2049,29.1
solar,green,NSW,1/10/2049,1.1
solar,green,QLD,1/10/2049,1.1
solar,green,SA,1/10/2049,1.1
solar,green,VIC,1/10/2049,1.1
wind,Energy,NSW,1/10/2049,56.2
wind,Energy,QLD,1/10/2049,50.3
wind,Energy,SA,1/10/2049,39.1
wind,Energy,VIC,1/10/2049,40.8
wind,green,NSW,1/10/2049,1.1
wind,green,QLD,1/10/2049,1.1
wind,green,SA,1/10/2049,1.1
wind,green,VIC,1/10/2049,1.1
baseload,green,NSW,1/10/2049,1.1
baseload,green,QLD,1/10/2049,1.1
baseload,green,SA,1/10/2049,1.1
baseload,green,VIC,1/10/2049,1.1
baseload,Energy,NSW,1/11/2049,41.2
baseload,Energy,QLD,1/11/2049,53
baseload,Energy,SA,1/11/2049,38.9
baseload,Energy,VIC,1/11/2049,43.1
solar,Energy,NSW,1/11/2049,22.4
solar,Energy,QLD,1/11/2049,28.8
solar,Energy,SA,1/11/2049,17.5
solar,Energy,VIC,1/11/2049,20.9
solar,green,NSW,1/11/2049,1.1
solar,green,QLD,1/11/2049,1.1
solar,green,SA,1/11/2049,1.1
solar,green,VIC,1/11/2049,1.1
wind,Energy,NSW,1/11/2049,39
wind,Energy,QLD,1/11/2049,55.3
wind,Energy,SA,1/11/2049,35.1
wind,Energy,VIC,1/11/2049,34.5
wind,green,NSW,1/11/2049,1.1
wind,green,QLD,1/11/2049,1.1
wind,green,SA,1/11/2049,1.1
wind,green,VIC,1/11/2049,1.1
baseload,green,NSW,1/11/2049,1.1
baseload,green,QLD,1/11/2049,1.1
baseload,green,SA,1/11/2049,1.1
baseload,green,VIC,1/11/2049,1.1
baseload,Energy,NSW,1/12/2049,45.9
baseload,Energy,QLD,1/12/2049,63.6
baseload,Energy,SA,1/12/2049,61.3
baseload,Energy,VIC,1/12/2049,79.2
solar,Energy,NSW,1/12/2049,24
solar,Energy,QLD,1/12/2049,39.7
solar,Energy,SA,1/12/2049,29.1
solar,Energy,VIC,1/12/2049,29.5
solar,green,NSW,1/12/2049,1.1
solar,green,QLD,1/12/2049,1.1
solar,green,SA,1/12/2049,1.1
solar,green,VIC,1/12/2049,1.1
wind,Energy,NSW,1/12/2049,41.2
wind,Energy,QLD,1/12/2049,56.1
wind,Energy,SA,1/12/2049,50.3
wind,Energy,VIC,1/12/2049,49
wind,green,NSW,1/12/2049,1.1
wind,green,QLD,1/12/2049,1.1
wind,green,SA,1/12/2049,1.1
wind,green,VIC,1/12/2049,1.1
baseload,green,NSW,1/12/2049,1.1
baseload,green,QLD,1/12/2049,1.1
baseload,green,SA,1/12/2049,1.1
baseload,green,VIC,1/12/2049,1.1
baseload,Energy,NSW,1/01/2050,104.4
baseload,Energy,QLD,1/01/2050,103.9
baseload,Energy,SA,1/01/2050,121.1
baseload,Energy,VIC,1/01/2050,113.9
solar,Energy,NSW,1/01/2050,65.5
solar,Energy,QLD,1/01/2050,70.8
solar,Energy,SA,1/01/2050,53.9
solar,Energy,VIC,1/01/2050,83.4
solar,green,NSW,1/01/2050,1.1
solar,green,QLD,1/01/2050,1.1
solar,green,SA,1/01/2050,1.1
solar,green,VIC,1/01/2050,1.1
wind,Energy,NSW,1/01/2050,97
wind,Energy,QLD,1/01/2050,102.4
wind,Energy,SA,1/01/2050,111.1
wind,Energy,VIC,1/01/2050,93.8
wind,green,NSW,1/01/2050,1.1
wind,green,QLD,1/01/2050,1.1
wind,green,SA,1/01/2050,1.1
wind,green,VIC,1/01/2050,1.1
baseload,green,NSW,1/01/2050,1.1
baseload,green,QLD,1/01/2050,1.1
baseload,green,SA,1/01/2050,1.1
baseload,green,VIC,1/01/2050,1.1
baseload,Energy,NSW,1/02/2050,99.9
baseload,Energy,QLD,1/02/2050,116
baseload,Energy,SA,1/02/2050,86.4
baseload,Energy,VIC,1/02/2050,112.9
solar,Energy,NSW,1/02/2050,51.2
solar,Energy,QLD,1/02/2050,51.7
solar,Energy,SA,1/02/2050,32.9
solar,Energy,VIC,1/02/2050,62
solar,green,NSW,1/02/2050,1.1
solar,green,QLD,1/02/2050,1.1
solar,green,SA,1/02/2050,1.1
solar,green,VIC,1/02/2050,1.1
wind,Energy,NSW,1/02/2050,101.8
wind,Energy,QLD,1/02/2050,98.3
wind,Energy,SA,1/02/2050,89.2
wind,Energy,VIC,1/02/2050,101.5
wind,green,NSW,1/02/2050,1.1
wind,green,QLD,1/02/2050,1.1
wind,green,SA,1/02/2050,1.1
wind,green,VIC,1/02/2050,1.1
baseload,green,NSW,1/02/2050,1.1
baseload,green,QLD,1/02/2050,1.1
baseload,green,SA,1/02/2050,1.1
baseload,green,VIC,1/02/2050,1.1
baseload,Energy,NSW,1/03/2050,140.7
baseload,Energy,QLD,1/03/2050,135.7
baseload,Energy,SA,1/03/2050,173.2
baseload,Energy,VIC,1/03/2050,157.4
solar,Energy,NSW,1/03/2050,112.3
solar,Energy,QLD,1/03/2050,89.7
solar,Energy,SA,1/03/2050,103.9
solar,Energy,VIC,1/03/2050,125.6
solar,green,NSW,1/03/2050,1.1
solar,green,QLD,1/03/2050,1.1
solar,green,SA,1/03/2050,1.1
solar,green,VIC,1/03/2050,1.1
wind,Energy,NSW,1/03/2050,135.3
wind,Energy,QLD,1/03/2050,124.4
wind,Energy,SA,1/03/2050,158.1
wind,Energy,VIC,1/03/2050,142.8
wind,green,NSW,1/03/2050,1.1
wind,green,QLD,1/03/2050,1.1
wind,green,SA,1/03/2050,1.1
wind,green,VIC,1/03/2050,1.1
baseload,green,NSW,1/03/2050,1.1
baseload,green,QLD,1/03/2050,1.1
baseload,green,SA,1/03/2050,1.1
baseload,green,VIC,1/03/2050,1.1
baseload,Energy,NSW,1/04/2050,134.9
baseload,Energy,QLD,1/04/2050,117.2
baseload,Energy,SA,1/04/2050,137.1
baseload,Energy,VIC,1/04/2050,148.3
solar,Energy,NSW,1/04/2050,77.7
solar,Energy,QLD,1/04/2050,62.4
solar,Energy,SA,1/04/2050,76.4
solar,Energy,VIC,1/04/2050,90.9
solar,green,NSW,1/04/2050,1.1
solar,green,QLD,1/04/2050,1.1
solar,green,SA,1/04/2050,1.1
solar,green,VIC,1/04/2050,1.1
wind,Energy,NSW,1/04/2050,128.3
wind,Energy,QLD,1/04/2050,95.5
wind,Energy,SA,1/04/2050,125.3
wind,Energy,VIC,1/04/2050,120.5
wind,green,NSW,1/04/2050,1.1
wind,green,QLD,1/04/2050,1.1
wind,green,SA,1/04/2050,1.1
wind,green,VIC,1/04/2050,1.1
baseload,green,NSW,1/04/2050,1.1
baseload,green,QLD,1/04/2050,1.1
baseload,green,SA,1/04/2050,1.1
baseload,green,VIC,1/04/2050,1.1
baseload,Energy,NSW,1/05/2050,123.8
baseload,Energy,QLD,1/05/2050,141.9
baseload,Energy,SA,1/05/2050,104.5
baseload,Energy,VIC,1/05/2050,108.1
solar,Energy,NSW,1/05/2050,69
solar,Energy,QLD,1/05/2050,78.2
solar,Energy,SA,1/05/2050,51.3
solar,Energy,VIC,1/05/2050,63.7
solar,green,NSW,1/05/2050,1.1
solar,green,QLD,1/05/2050,1.1
solar,green,SA,1/05/2050,1.1
solar,green,VIC,1/05/2050,1.1
wind,Energy,NSW,1/05/2050,107.4
wind,Energy,QLD,1/05/2050,133.7
wind,Energy,SA,1/05/2050,81.1
wind,Energy,VIC,1/05/2050,84.1
wind,green,NSW,1/05/2050,1.1
wind,green,QLD,1/05/2050,1.1
wind,green,SA,1/05/2050,1.1
wind,green,VIC,1/05/2050,1.1
baseload,green,NSW,1/05/2050,1.1
baseload,green,QLD,1/05/2050,1.1
baseload,green,SA,1/05/2050,1.1
baseload,green,VIC,1/05/2050,1.1
baseload,Energy,NSW,1/06/2050,203.8
baseload,Energy,QLD,1/06/2050,159.7
baseload,Energy,SA,1/06/2050,185.6
baseload,Energy,VIC,1/06/2050,205.7
solar,Energy,NSW,1/06/2050,134
solar,Energy,QLD,1/06/2050,91.8
solar,Energy,SA,1/06/2050,122.3
solar,Energy,VIC,1/06/2050,149.3
solar,green,NSW,1/06/2050,1.1
solar,green,QLD,1/06/2050,1.1
solar,green,SA,1/06/2050,1.1
solar,green,VIC,1/06/2050,1.1
wind,Energy,NSW,1/06/2050,193.4
wind,Energy,QLD,1/06/2050,140.1
wind,Energy,SA,1/06/2050,148.8
wind,Energy,VIC,1/06/2050,174.9
wind,green,NSW,1/06/2050,1.1
wind,green,QLD,1/06/2050,1.1
wind,green,SA,1/06/2050,1.1
wind,green,VIC,1/06/2050,1.1
baseload,green,NSW,1/06/2050,1.1
baseload,green,QLD,1/06/2050,1.1
baseload,green,SA,1/06/2050,1.1
baseload,green,VIC,1/06/2050,1.1
baseload,Energy,NSW,1/07/2050,163.3
baseload,Energy,QLD,1/07/2050,114.8
baseload,Energy,SA,1/07/2050,166.8
baseload,Energy,VIC,1/07/2050,153.7
solar,Energy,NSW,1/07/2050,89.9
solar,Energy,QLD,1/07/2050,50.4
solar,Energy,SA,1/07/2050,86.6
solar,Energy,VIC,1/07/2050,111.6
solar,green,NSW,1/07/2050,1.1
solar,green,QLD,1/07/2050,1.1
solar,green,SA,1/07/2050,1.1
solar,green,VIC,1/07/2050,1.1
wind,Energy,NSW,1/07/2050,135
wind,Energy,QLD,1/07/2050,95.4
wind,Energy,SA,1/07/2050,117.2
wind,Energy,VIC,1/07/2050,113.9
wind,green,NSW,1/07/2050,1.1
wind,green,QLD,1/07/2050,1.1
wind,green,SA,1/07/2050,1.1
wind,green,VIC,1/07/2050,1.1
baseload,green,NSW,1/07/2050,1.1
baseload,green,QLD,1/07/2050,1.1
baseload,green,SA,1/07/2050,1.1
baseload,green,VIC,1/07/2050,1.1
baseload,Energy,NSW,1/08/2050,154.3
baseload,Energy,QLD,1/08/2050,121.9
baseload,Energy,SA,1/08/2050,137
baseload,Energy,VIC,1/08/2050,141.5
solar,Energy,NSW,1/08/2050,70.7
solar,Energy,QLD,1/08/2050,52
solar,Energy,SA,1/08/2050,68.4
solar,Energy,VIC,1/08/2050,90.6
solar,green,NSW,1/08/2050,1.1
solar,green,QLD,1/08/2050,1.1
solar,green,SA,1/08/2050,1.1
solar,green,VIC,1/08/2050,1.1
wind,Energy,NSW,1/08/2050,125.7
wind,Energy,QLD,1/08/2050,117.5
wind,Energy,SA,1/08/2050,99.4
wind,Energy,VIC,1/08/2050,99.7
wind,green,NSW,1/08/2050,1.1
wind,green,QLD,1/08/2050,1.1
wind,green,SA,1/08/2050,1.1
wind,green,VIC,1/08/2050,1.1
baseload,green,NSW,1/08/2050,1.1
baseload,green,QLD,1/08/2050,1.1
baseload,green,SA,1/08/2050,1.1
baseload,green,VIC,1/08/2050,1.1
baseload,Energy,NSW,1/09/2050,100.3
baseload,Energy,QLD,1/09/2050,75.6
baseload,Energy,SA,1/09/2050,77.1
baseload,Energy,VIC,1/09/2050,97.6
solar,Energy,NSW,1/09/2050,38.4
solar,Energy,QLD,1/09/2050,23.6
solar,Energy,SA,1/09/2050,27.5
solar,Energy,VIC,1/09/2050,41.7
solar,green,NSW,1/09/2050,1.1
solar,green,QLD,1/09/2050,1.1
solar,green,SA,1/09/2050,1.1
solar,green,VIC,1/09/2050,1.1
wind,Energy,NSW,1/09/2050,83.3
wind,Energy,QLD,1/09/2050,76.2
wind,Energy,SA,1/09/2050,64.9
wind,Energy,VIC,1/09/2050,63.2
wind,green,NSW,1/09/2050,1.1
wind,green,QLD,1/09/2050,1.1
wind,green,SA,1/09/2050,1.1
wind,green,VIC,1/09/2050,1.1
baseload,green,NSW,1/09/2050,1.1
baseload,green,QLD,1/09/2050,1.1
baseload,green,SA,1/09/2050,1.1
baseload,green,VIC,1/09/2050,1.1
baseload,Energy,NSW,1/10/2050,63.2
baseload,Energy,QLD,1/10/2050,64
baseload,Energy,SA,1/10/2050,46.9
baseload,Energy,VIC,1/10/2050,62.8
solar,Energy,NSW,1/10/2050,34.5
solar,Energy,QLD,1/10/2050,18.5
solar,Energy,SA,1/10/2050,21.2
solar,Energy,VIC,1/10/2050,28.9
solar,green,NSW,1/10/2050,1.1
solar,green,QLD,1/10/2050,1.1
solar,green,SA,1/10/2050,1.1
solar,green,VIC,1/10/2050,1.1
wind,Energy,NSW,1/10/2050,58.6
wind,Energy,QLD,1/10/2050,61
wind,Energy,SA,1/10/2050,41.4
wind,Energy,VIC,1/10/2050,54.4
wind,green,NSW,1/10/2050,1.1
wind,green,QLD,1/10/2050,1.1
wind,green,SA,1/10/2050,1.1
wind,green,VIC,1/10/2050,1.1
baseload,green,NSW,1/10/2050,1.1
baseload,green,QLD,1/10/2050,1.1
baseload,green,SA,1/10/2050,1.1
baseload,green,VIC,1/10/2050,1.1
baseload,Energy,NSW,1/11/2050,42.8
baseload,Energy,QLD,1/11/2050,61.5
baseload,Energy,SA,1/11/2050,39
baseload,Energy,VIC,1/11/2050,57.2
solar,Energy,NSW,1/11/2050,22.6
solar,Energy,QLD,1/11/2050,28.6
solar,Energy,SA,1/11/2050,15.1
solar,Energy,VIC,1/11/2050,22.2
solar,green,NSW,1/11/2050,1.1
solar,green,QLD,1/11/2050,1.1
solar,green,SA,1/11/2050,1.1
solar,green,VIC,1/11/2050,1.1
wind,Energy,NSW,1/11/2050,40.4
wind,Energy,QLD,1/11/2050,64.9
wind,Energy,SA,1/11/2050,34.7
wind,Energy,VIC,1/11/2050,42.6
wind,green,NSW,1/11/2050,1.1
wind,green,QLD,1/11/2050,1.1
wind,green,SA,1/11/2050,1.1
wind,green,VIC,1/11/2050,1.1
baseload,green,NSW,1/11/2050,1.1
baseload,green,QLD,1/11/2050,1.1
baseload,green,SA,1/11/2050,1.1
baseload,green,VIC,1/11/2050,1.1
baseload,Energy,NSW,1/12/2050,45.3
baseload,Energy,QLD,1/12/2050,61.3
baseload,Energy,SA,1/12/2050,63
baseload,Energy,VIC,1/12/2050,54.3
solar,Energy,NSW,1/12/2050,22.7
solar,Energy,QLD,1/12/2050,34.7
solar,Energy,SA,1/12/2050,30.9
solar,Energy,VIC,1/12/2050,31.2
solar,green,NSW,1/12/2050,1.1
solar,green,QLD,1/12/2050,1.1
solar,green,SA,1/12/2050,1.1
solar,green,VIC,1/12/2050,1.1
wind,Energy,NSW,1/12/2050,41.9
wind,Energy,QLD,1/12/2050,54.1
wind,Energy,SA,1/12/2050,52.8
wind,Energy,VIC,1/12/2050,44.3
wind,green,NSW,1/12/2050,1.1
wind,green,QLD,1/12/2050,1.1
wind,green,SA,1/12/2050,1.1
wind,green,VIC,1/12/2050,1.1
baseload,green,NSW,1/12/2050,1.1
baseload,green,QLD,1/12/2050,1.1
baseload,green,SA,1/12/2050,1.1
baseload,green,VIC,1/12/2050,1.1
baseload,Energy,NSW,1/01/2051,103.7
baseload,Energy,QLD,1/01/2051,106.2
baseload,Energy,SA,1/01/2051,121.5
baseload,Energy,VIC,1/01/2051,113.2
solar,Energy,NSW,1/01/2051,68.2
solar,Energy,QLD,1/01/2051,78.7
solar,Energy,SA,1/01/2051,53
solar,Energy,VIC,1/01/2051,82.2
solar,green,NSW,1/01/2051,1.1
solar,green,QLD,1/01/2051,1.1
solar,green,SA,1/01/2051,1.1
solar,green,VIC,1/01/2051,1.1
wind,Energy,NSW,1/01/2051,92.8
wind,Energy,QLD,1/01/2051,102.4
wind,Energy,SA,1/01/2051,111.5
wind,Energy,VIC,1/01/2051,93.4
wind,green,NSW,1/01/2051,1.1
wind,green,QLD,1/01/2051,1.1
wind,green,SA,1/01/2051,1.1
wind,green,VIC,1/01/2051,1.1
baseload,green,NSW,1/01/2051,1.1
baseload,green,QLD,1/01/2051,1.1
baseload,green,SA,1/01/2051,1.1
baseload,green,VIC,1/01/2051,1.1
baseload,Energy,NSW,1/02/2051,100.2
baseload,Energy,QLD,1/02/2051,120.6
baseload,Energy,SA,1/02/2051,86.6
baseload,Energy,VIC,1/02/2051,140.6
solar,Energy,NSW,1/02/2051,50.2
solar,Energy,QLD,1/02/2051,51.1
solar,Energy,SA,1/02/2051,33
solar,Energy,VIC,1/02/2051,61.4
solar,green,NSW,1/02/2051,1.1
solar,green,QLD,1/02/2051,1.1
solar,green,SA,1/02/2051,1.1
solar,green,VIC,1/02/2051,1.1
wind,Energy,NSW,1/02/2051,102.9
wind,Energy,QLD,1/02/2051,102.7
wind,Energy,SA,1/02/2051,90.5
wind,Energy,VIC,1/02/2051,110.9
wind,green,NSW,1/02/2051,1.1
wind,green,QLD,1/02/2051,1.1
wind,green,SA,1/02/2051,1.1
wind,green,VIC,1/02/2051,1.1
baseload,green,NSW,1/02/2051,1.1
baseload,green,QLD,1/02/2051,1.1
baseload,green,SA,1/02/2051,1.1
baseload,green,VIC,1/02/2051,1.1
baseload,Energy,NSW,1/03/2051,143.6
baseload,Energy,QLD,1/03/2051,128.5
baseload,Energy,SA,1/03/2051,173.9
baseload,Energy,VIC,1/03/2051,158.1
solar,Energy,NSW,1/03/2051,113.5
solar,Energy,QLD,1/03/2051,90.2
solar,Energy,SA,1/03/2051,104.4
solar,Energy,VIC,1/03/2051,125.6
solar,green,NSW,1/03/2051,1.1
solar,green,QLD,1/03/2051,1.1
solar,green,SA,1/03/2051,1.1
solar,green,VIC,1/03/2051,1.1
wind,Energy,NSW,1/03/2051,138.6
wind,Energy,QLD,1/03/2051,124.7
wind,Energy,SA,1/03/2051,159
wind,Energy,VIC,1/03/2051,143
wind,green,NSW,1/03/2051,1.1
wind,green,QLD,1/03/2051,1.1
wind,green,SA,1/03/2051,1.1
wind,green,VIC,1/03/2051,1.1
baseload,green,NSW,1/03/2051,1.1
baseload,green,QLD,1/03/2051,1.1
baseload,green,SA,1/03/2051,1.1
baseload,green,VIC,1/03/2051,1.1
baseload,Energy,NSW,1/04/2051,147.1
baseload,Energy,QLD,1/04/2051,109.9
baseload,Energy,SA,1/04/2051,137.2
baseload,Energy,VIC,1/04/2051,164.6
solar,Energy,NSW,1/04/2051,78.1
solar,Energy,QLD,1/04/2051,57.1
solar,Energy,SA,1/04/2051,73.6
solar,Energy,VIC,1/04/2051,91
solar,green,NSW,1/04/2051,1.1
solar,green,QLD,1/04/2051,1.1
solar,green,SA,1/04/2051,1.1
solar,green,VIC,1/04/2051,1.1
wind,Energy,NSW,1/04/2051,136.3
wind,Energy,QLD,1/04/2051,93.7
wind,Energy,SA,1/04/2051,125.3
wind,Energy,VIC,1/04/2051,122.3
wind,green,NSW,1/04/2051,1.1
wind,green,QLD,1/04/2051,1.1
wind,green,SA,1/04/2051,1.1
wind,green,VIC,1/04/2051,1.1
baseload,green,NSW,1/04/2051,1.1
baseload,green,QLD,1/04/2051,1.1
baseload,green,SA,1/04/2051,1.1
baseload,green,VIC,1/04/2051,1.1
baseload,Energy,NSW,1/05/2051,127.1
baseload,Energy,QLD,1/05/2051,136.8
baseload,Energy,SA,1/05/2051,105.2
baseload,Energy,VIC,1/05/2051,110.1
solar,Energy,NSW,1/05/2051,69.5
solar,Energy,QLD,1/05/2051,78.1
solar,Energy,SA,1/05/2051,51.3
solar,Energy,VIC,1/05/2051,65.4
solar,green,NSW,1/05/2051,1.1
solar,green,QLD,1/05/2051,1.1
solar,green,SA,1/05/2051,1.1
solar,green,VIC,1/05/2051,1.1
wind,Energy,NSW,1/05/2051,110.6
wind,Energy,QLD,1/05/2051,129.3
wind,Energy,SA,1/05/2051,81.6
wind,Energy,VIC,1/05/2051,86.1
wind,green,NSW,1/05/2051,1.1
wind,green,QLD,1/05/2051,1.1
wind,green,SA,1/05/2051,1.1
wind,green,VIC,1/05/2051,1.1
baseload,green,NSW,1/05/2051,1.1
baseload,green,QLD,1/05/2051,1.1
baseload,green,SA,1/05/2051,1.1
baseload,green,VIC,1/05/2051,1.1
baseload,Energy,NSW,1/06/2051,193.1
baseload,Energy,QLD,1/06/2051,154.8
baseload,Energy,SA,1/06/2051,187.7
baseload,Energy,VIC,1/06/2051,189.3
solar,Energy,NSW,1/06/2051,132.8
solar,Energy,QLD,1/06/2051,88.8
solar,Energy,SA,1/06/2051,123.7
solar,Energy,VIC,1/06/2051,151.2
solar,green,NSW,1/06/2051,1.1
solar,green,QLD,1/06/2051,1.1
solar,green,SA,1/06/2051,1.1
solar,green,VIC,1/06/2051,1.1
wind,Energy,NSW,1/06/2051,174.2
wind,Energy,QLD,1/06/2051,136.4
wind,Energy,SA,1/06/2051,151.4
wind,Energy,VIC,1/06/2051,163.3
wind,green,NSW,1/06/2051,1.1
wind,green,QLD,1/06/2051,1.1
wind,green,SA,1/06/2051,1.1
wind,green,VIC,1/06/2051,1.1
baseload,green,NSW,1/06/2051,1.1
baseload,green,QLD,1/06/2051,1.1
baseload,green,SA,1/06/2051,1.1
baseload,green,VIC,1/06/2051,1.1
baseload,Energy,NSW,1/07/2051,163.3
baseload,Energy,QLD,1/07/2051,112.3
baseload,Energy,SA,1/07/2051,182.6
baseload,Energy,VIC,1/07/2051,183.5
solar,Energy,NSW,1/07/2051,87.7
solar,Energy,QLD,1/07/2051,47.9
solar,Energy,SA,1/07/2051,111.4
solar,Energy,VIC,1/07/2051,111.8
solar,green,NSW,1/07/2051,1.1
solar,green,QLD,1/07/2051,1.1
solar,green,SA,1/07/2051,1.1
